Matt Rowell,92.0,270000,Midfield,Gold Coast Suns,14,0.00034074074074074074
Caleb Serong,0.0,256000,Midfield,Fremantle Dockers,5,0.0
Matthew Kennedy,0.0,359000,Forward,Carlton Blues,0,0.0
Ben Keays,32.666666666666664,338000,Forward,Adeliade Crows,0,9.664694280078895e-05
Jack Lukosius,63.0,388000,Defender,Gold Coast Suns,6,0.00016237113402061854
Will Day,0.0,246000,Defender,Hawthorn Hawks,3,0.0
Zac Bailey,49.0,358000,Defender,Brisbane Lions,5,0.00013687150837988826
Daniel Butler,74.66666666666667,384000,Forward,St Kilda Saints,0,0.00019444444444444446
Jake Riccardi,0.0,170000,Forward,Greater Western Sydney Giants,0,0.0
Noah Anderson,48.333333333333336,268000,Midfield,Gold Coast Suns,21,0.00018034825870646767
Lachlan Fogarty,0.0,326000,Forward,Geelong Cats,0,0.0
Sam Mayes,0.0,300000,Midfield,Port Adelaide Power,0,0.0
Brett Bewley,66.0,367000,Forward,Fremantle Dockers,17,0.00017983651226158038
Dylan Stephens,0.0,262000,Midfield,Sydney Swans,6,0.0
Jackson Nelson,27.333333333333332,358000,Defender,West Coast Eagles,0,7.635009310986964e-05
Luke Davies-Uniacke,0.0,395000,Midfield,North Melbourne Kangaroos,0,0.0
Sam Simpson,0.0,170000,Midfield,Geelong Cats,0,0.0
Marc Pittonet,50.666666666666664,305000,Ruck,Carlton Blues,0,0.00016612021857923497
Jye Caldwell,43.0,310000,Midfield,Greater Western Sydney Giants,0,0.00013870967741935484
Mitchell Hibberd,0.0,197000,Midfield,Essendon Bombers,4,0.0
Jake Carlisle,39.666666666666664,393000,Defender,St Kilda Saints,0,0.00010093299406276505
Tom Green,9.0,252000,Midfield,Greater Western Sydney Giants,31,3.571428571428572e-05
Shane McAdam,0.0,170000,Forward,Adeliade Crows,0,0.0
Trent Rivers,15.0,208000,Defender,Melbourne Demons,5,7.211538461538462e-05
Darcy Fort,14.666666666666666,321000,Forward,Geelong Cats,0,4.5690550363447556e-05
Callum Ah Chee,36.333333333333336,345000,Midfield,Brisbane Lions,0,0.00010531400966183576
Isaac Quaynor,0.0,370000,Defender,Collingwood Magpies,0,0.0
Marlion Pickett,45.0,170000,Midfield,Richmond Tigers,72,0.00026470588235294115
Cameron Rayner,46.0,334000,Forward,Brisbane Lions,0,0.00013772455089820359
Sam Draper,0.0,170000,Ruck,Essendon Bombers,0,0.0
Josh Rotham,8.0,336000,Defender,West Coast Eagles,0,2.380952380952381e-05
Justin Mcinerney,29.333333333333332,170000,Midfield,Sydney Swans,3,0.00017254901960784313
Lachlan Schultz,40.333333333333336,320000,Forward,Fremantle Dockers,16,0.00012604166666666666
Aidan Corr,50.666666666666664,265000,Defender,Greater Western Sydney Giants,1,0.00019119496855345911
Jarrod Brander,58.333333333333336,217000,Defender,West Coast Eagles,41,0.00026881720430107527
Trent McKenzie,69.33333333333333,390000,Defender,Port Adelaide Power,0,0.00017777777777777776
Lachlan Sholl,0.0,170000,Defender,Adeliade Crows,0,0.0
Izak Rankine,0.0,170000,Forward,Gold Coast Suns,34,0.0
Esava Ratugolea,39.666666666666664,372000,Forward,Geelong Cats,0,0.00010663082437275985
Nathan Broad,41.0,372000,Defender,Richmond Tigers,0,0.00011021505376344086
Gary Rohan,49.333333333333336,365000,Forward,Geelong Cats,0,0.00013515981735159817
Jack Madgen,23.333333333333332,288000,Defender,Collingwood Magpies,6,8.101851851851852e-05
Bailey Scott,11.666666666666666,329000,Midfield,North Melbourne Kangaroos,0,3.546099290780142e-05
Derek Eggmolesse-Smith,0.0,327000,Defender,Richmond Tigers,0,0.0
Nick Blakey,45.666666666666664,366000,Forward,Sydney Swans,0,0.00012477231329690347
Andrew McPherson,0.0,170000,Defender,Adeliade Crows,2,0.0
Aaron Vandenberg,0.0,353000,Midfield,Melbourne Demons,0,0.0
Ed Vickers-Willis,0.0,287000,Defender,North Melbourne Kangaroos,0,0.0
Samuel Collins,45.333333333333336,348000,Defender,Gold Coast Suns,0,0.00013026819923371647
